Empresas,Frutas,Cliente,Cantidad (Kg),Año,VENTAS_Canada(KG),VENTAS_China(KG),VENTAS_EE.UU.(KG),VENTAS_España(KG),VENTAS_Francia(KG)
PeruExport,ArÃ¡ndanos,Europa Exportadores,1897,2017,4,4,2,2,2
America,Mandarina,J&T Exportadores,2150,2019,5,4,4,2,2
PeruExport,ArÃ¡ndanos,J&T Exportadores,880,2020,1,4,2,2,3
VirPeru,Mandarina,America Exportadores,1697,2013,1,3,1,1,3
America,ArÃ¡ndanos,Mercado Mundial,2175,2011,4,4,2,1,2
America,Mango,Mercado Mundial,1625,2015,5,4,2,2,3
PeruExport,Platano,J&T Exportadores,935,2017,3,3,5,1,2
FruPeru,Platano,J&T Exportadores,1114,2015,1,4,1,3,2
AgroPro,Platano,Exportadores Mundiales,1839,2016,5,3,1,2,2
PeruExport,Platano,J&T Exportadores,1142,2013,2,4,4,2,3
VirPeru,Palta,Exportadores Mundiales,802,2015,3,4,2,2,2
FruPeru,Palta,Europa Exportadores,926,2012,5,3,2,1,2
FruPeru,Palta,America Exportadores,1583,2011,5,3,4,1,2
PeruExport,Naranja,America Exportadores,1954,2019,1,4,5,2,3
FruPeru,Platano,Europa Exportadores,1181,2012,4,4,2,1,2
Alfa,Uva,Mercado Mundial,2063,2014,2,4,4,3,2
FruPeru,Platano,Exportadores Mundiales,1450,2010,2,3,3,3,2
VirPeru,Uva,America Exportadores,1729,2010,1,4,2,1,2
Alfa,Uva,Exportadores Mundiales,2356,2012,3,3,1,2,2
FruPeru,Uva,Mercado Mundial,1453,2018,3,4,3,1,2
PeruExport,Mandarina,Europa Exportadores,1878,2014,5,3,5,1,3
PeruExport,Naranja,Exportadores Mundiales,1154,2017,3,3,3,2,3
Alfa,Mandarina,Europa Exportadores,1159,2020,3,4,5,2,2
AgroLatina,Platano,J&T Exportadores,1913,2019,1,4,3,2,2
AgroPro,Uva,Mercado Mundial,903,2013,2,3,1,3,2
America,Naranja,America Exportadores,968,2012,3,4,5,2,3
America,Uva,Exportadores Mundiales,2038,2011,5,3,1,1,3
FruPeru,Platano,J&T Exportadores,1649,2016,4,4,4,1,3
VirPeru,Platano,Mercado Mundial,2230,2013,1,4,1,3,3
VirPeru,Mango,Europa Exportadores,1990,2016,3,3,2,3,3
VirPeru,Mandarina,J&T Exportadores,2343,2016,1,4,4,3,3
VirPeru,Platano,America Exportadores,1011,2016,2,4,4,3,2
America,Platano,J&T Exportadores,1356,2012,4,3,4,3,3
AgroPro,Palta,Exportadores Mundiales,1027,2017,3,3,3,3,3
PeruExport,Naranja,Exportadores Mundiales,1968,2011,3,3,1,3,2
VirPeru,Platano,Europa Exportadores,949,2012,5,3,1,1,2
VirPeru,ArÃ¡ndanos,Exportadores Mundiales,2016,2018,2,4,3,1,2
AgroPro,Naranja,Exportadores Mundiales,1999,2018,5,3,3,1,2
AgroLatina,Uva,America Exportadores,1537,2016,2,3,1,2,3
AgroLatina,Uva,Exportadores Mundiales,1280,2017,2,4,4,2,2
FruPeru,ArÃ¡ndanos,J&T Exportadores,1596,2010,3,4,1,3,2
America,ArÃ¡ndanos,J&T Exportadores,2138,2018,4,3,4,2,3
America,Mandarina,America Exportadores,2272,2014,5,4,1,3,2
VirPeru,ArÃ¡ndanos,Mercado Mundial,1806,2020,3,4,5,3,2
America,Mango,Mercado Mundial,2303,2014,1,3,1,3,2
FruPeru,Mango,Mercado Mundial,1420,2012,1,4,5,3,2
America,Palta,Europa Exportadores,1295,2017,5,4,3,3,3
Alfa,Mandarina,Mercado Mundial,2045,2016,1,3,1,2,2
America,Mango,Exportadores Mundiales,2087,2018,5,4,3,3,2
Alfa,Platano,Mercado Mundial,2164,2020,5,4,2,2,2
AgroLatina,Platano,Exportadores Mundiales,1490,2013,1,4,4,1,3
FruPeru,Uva,Europa Exportadores,1679,2016,1,3,1,1,3
AgroPro,ArÃ¡ndanos,America Exportadores,2397,2017,3,3,4,2,3
VirPeru,Naranja,J&T Exportadores,2397,2015,4,4,5,1,3
VirPeru,Platano,Exportadores Mundiales,2340,2012,1,4,1,2,2
VirPeru,Platano,Europa Exportadores,1939,2010,5,3,1,2,3
VirPeru,Mango,Exportadores Mundiales,1741,2011,5,4,5,3,2
PeruExport,ArÃ¡ndanos,Europa Exportadores,889,2020,2,3,2,1,2
AgroPro,Palta,Exportadores Mundiales,2253,2015,5,4,1,3,2
AgroPro,Mandarina,J&T Exportadores,1455,2013,1,4,4,1,3
Alfa,ArÃ¡ndanos,America Exportadores,1452,2013,1,3,5,2,2
America,Palta,Exportadores Mundiales,1558,2010,5,4,4,2,3
AgroLatina,Naranja,America Exportadores,834,2018,1,4,1,3,3
AgroLatina,Naranja,America Exportadores,2010,2020,4,3,2,2,3
FruPeru,Platano,Exportadores Mundiales,861,2013,3,3,3,3,3
America,Uva,America Exportadores,1436,2020,5,4,4,2,3
AgroPro,Uva,Mercado Mundial,1629,2012,4,4,3,1,3
PeruExport,Uva,Exportadores Mundiales,2018,2015,2,4,1,3,2
FruPeru,Palta,Europa Exportadores,2294,2010,5,3,2,2,3
FruPeru,ArÃ¡ndanos,Exportadores Mundiales,1970,2018,1,3,2,2,3
AgroLatina,Mandarina,Mercado Mundial,1625,2013,4,4,1,2,3
AgroLatina,Uva,America Exportadores,1087,2012,2,3,2,3,2
America,Palta,Exportadores Mundiales,1030,2010,3,4,4,2,2
America,Mandarina,Mercado Mundial,1007,2012,2,3,1,1,2
America,Platano,America Exportadores,1685,2011,2,4,5,1,2
FruPeru,Platano,J&T Exportadores,1931,2012,4,4,2,2,2
PeruExport,Palta,America Exportadores,2298,2016,5,3,2,1,2
VirPeru,Platano,America Exportadores,2045,2018,4,4,1,3,3
AgroLatina,Mandarina,America Exportadores,1040,2016,2,4,4,1,2
AgroLatina,Mango,J&T Exportadores,969,2011,2,3,4,3,3
FruPeru,Uva,Exportadores Mundiales,1494,2014,5,4,4,2,2
VirPeru,Palta,J&T Exportadores,1147,2020,5,3,3,1,3
AgroPro,ArÃ¡ndanos,J&T Exportadores,1877,2014,1,3,2,3,3
Alfa,ArÃ¡ndanos,Exportadores Mundiales,2056,2019,4,3,2,3,3
FruPeru,Mandarina,Exportadores Mundiales,1164,2015,4,3,5,1,2
AgroLatina,Naranja,America Exportadores,1910,2020,5,3,4,1,3
AgroPro,Platano,Exportadores Mundiales,2199,2014,4,3,5,1,3
FruPeru,ArÃ¡ndanos,Mercado Mundial,2260,2015,5,3,2,3,3
PeruExport,Naranja,Mercado Mundial,1377,2016,3,4,4,3,2
FruPeru,ArÃ¡ndanos,Europa Exportadores,2313,2011,4,3,1,2,3
PeruExport,Platano,J&T Exportadores,1283,2015,5,4,5,3,3
America,Uva,America Exportadores,964,2019,3,3,2,1,2
VirPeru,Mango,Mercado Mundial,1220,2020,4,4,4,2,3
PeruExport,Platano,J&T Exportadores,1895,2015,4,3,3,1,2
FruPeru,Palta,Exportadores Mundiales,1972,2018,1,4,4,1,3
AgroPro,Platano,Mercado Mundial,2111,2010,1,3,3,2,3
Alfa,Platano,America Exportadores,1407,2020,3,3,4,1,2
FruPeru,Naranja,America Exportadores,2232,2020,1,4,2,3,2
VirPeru,Palta,Europa Exportadores,2091,2011,3,3,2,1,2
FruPeru,Platano,Exportadores Mundiales,1283,2017,2,4,3,1,2
FruPeru,ArÃ¡ndanos,Mercado Mundial,1213,2013,4,4,3,1,2
PeruExport,Mango,Mercado Mundial,955,2013,2,3,2,3,3
America,Mango,Mercado Mundial,1795,2020,1,3,1,3,2
PeruExport,Naranja,Exportadores Mundiales,1125,2012,4,4,1,1,3
AgroPro,Uva,Mercado Mundial,1468,2018,3,4,3,1,2
VirPeru,Platano,America Exportadores,2171,2017,2,4,1,2,3
PeruExport,Mango,J&T Exportadores,2124,2020,2,4,5,2,3
VirPeru,ArÃ¡ndanos,Exportadores Mundiales,2277,2012,3,3,1,2,2
AgroPro,Mandarina,Exportadores Mundiales,1059,2017,4,3,2,1,2
AgroPro,Naranja,Mercado Mundial,1412,2012,2,4,3,3,3
America,Naranja,J&T Exportadores,1669,2012,3,3,3,3,2
FruPeru,Uva,Mercado Mundial,1220,2016,1,3,1,2,3
AgroLatina,ArÃ¡ndanos,Europa Exportadores,1535,2011,5,3,2,1,3
AgroLatina,ArÃ¡ndanos,Exportadores Mundiales,1735,2010,5,3,3,2,2
PeruExport,Mango,Europa Exportadores,1913,2018,5,4,4,2,2
America,Palta,Mercado Mundial,871,2018,1,3,2,2,3
AgroPro,Palta,Europa Exportadores,1456,2019,1,3,2,1,3
AgroPro,ArÃ¡ndanos,Mercado Mundial,1032,2017,1,3,3,3,2
PeruExport,Uva,Mercado Mundial,2012,2019,2,3,4,2,3
PeruExport,ArÃ¡ndanos,America Exportadores,2208,2016,2,4,1,2,2
PeruExport,Mango,J&T Exportadores,1177,2019,5,3,3,2,3
PeruExport,Mango,Mercado Mundial,1861,2017,1,3,1,2,3
AgroPro,Mango,J&T Exportadores,993,2010,4,3,5,2,2
VirPeru,Platano,America Exportadores,1542,2017,5,3,5,3,3
VirPeru,Uva,Mercado Mundial,2222,2020,5,4,1,1,3
AgroLatina,Platano,Exportadores Mundiales,1859,2013,3,3,2,2,2
VirPeru,Platano,America Exportadores,1723,2013,1,3,1,2,3
AgroPro,Palta,America Exportadores,1492,2010,5,4,3,1,3
AgroLatina,Uva,Europa Exportadores,1565,2016,4,3,5,2,2
AgroPro,Uva,America Exportadores,2101,2014,2,3,5,3,2
AgroLatina,Mandarina,J&T Exportadores,1211,2018,3,4,3,2,3
FruPeru,Mango,J&T Exportadores,1296,2019,4,4,3,1,3
VirPeru,Mandarina,Exportadores Mundiales,2363,2017,3,4,3,3,3
FruPeru,Mandarina,Europa Exportadores,1713,2014,3,3,3,1,2
Alfa,Platano,America Exportadores,1091,2012,1,4,2,3,3
FruPeru,Palta,Exportadores Mundiales,1787,2015,5,4,4,1,3
AgroLatina,Uva,America Exportadores,2113,2016,2,3,4,3,2
Alfa,Uva,Exportadores Mundiales,2160,2019,4,4,1,1,2
Alfa,Naranja,Exportadores Mundiales,1128,2013,4,4,5,1,2
AgroLatina,Mandarina,Mercado Mundial,1595,2016,3,3,4,3,2
FruPeru,Palta,Europa Exportadores,2328,2020,2,3,2,1,2
AgroLatina,Mandarina,America Exportadores,1253,2017,5,4,4,2,2
AgroPro,Naranja,America Exportadores,1077,2010,3,4,4,2,2
AgroLatina,Uva,Mercado Mundial,2012,2019,4,3,4,1,3
VirPeru,ArÃ¡ndanos,J&T Exportadores,1011,2016,3,4,2,2,3
AgroPro,Platano,Europa Exportadores,1314,2019,2,4,2,1,2
Alfa,ArÃ¡ndanos,Exportadores Mundiales,1782,2011,2,4,1,3,3
AgroLatina,Uva,Europa Exportadores,888,2010,4,3,1,2,2
America,Uva,J&T Exportadores,1518,2016,3,3,3,1,3
AgroLatina,Uva,America Exportadores,1648,2017,5,4,5,3,2
AgroLatina,Naranja,Mercado Mundial,1146,2020,2,3,1,3,2
VirPeru,Mandarina,America Exportadores,2256,2013,3,4,2,1,3
America,Naranja,Exportadores Mundiales,1606,2018,5,4,3,1,3
PeruExport,ArÃ¡ndanos,Europa Exportadores,1104,2019,1,4,4,1,3
Alfa,Mango,Mercado Mundial,1371,2019,5,4,4,1,3
America,Palta,Europa Exportadores,1634,2015,1,3,1,2,3
AgroLatina,Palta,Exportadores Mundiales,1012,2014,1,3,4,3,2
AgroPro,ArÃ¡ndanos,Mercado Mundial,1327,2014,1,3,2,2,3
AgroLatina,Mango,Europa Exportadores,1492,2012,2,4,1,1,3
PeruExport,ArÃ¡ndanos,America Exportadores,891,2018,3,3,5,2,2
Alfa,Naranja,Mercado Mundial,1753,2012,4,3,5,1,2
PeruExport,Mandarina,Mercado Mundial,1101,2010,4,4,2,2,3
AgroLatina,Mango,J&T Exportadores,1371,2013,3,4,4,3,3
VirPeru,Uva,Exportadores Mundiales,2077,2017,2,4,5,2,3
FruPeru,Palta,America Exportadores,825,2010,4,3,1,3,2
AgroLatina,Mandarina,America Exportadores,2219,2010,5,3,2,1,3
Alfa,Palta,Exportadores Mundiales,1619,2019,1,3,5,3,3
America,Palta,Exportadores Mundiales,903,2010,3,4,5,3,3
PeruExport,Palta,J&T Exportadores,1635,2019,5,3,2,3,2
FruPeru,Mango,Exportadores Mundiales,2152,2012,2,4,4,2,2
PeruExport,Naranja,Europa Exportadores,1840,2018,4,3,5,2,2
FruPeru,Mandarina,America Exportadores,834,2012,3,4,3,2,2
VirPeru,Naranja,J&T Exportadores,1793,2013,2,3,2,3,3
Alfa,Palta,Europa Exportadores,1066,2014,5,3,1,3,2
Alfa,Palta,America Exportadores,2207,2015,4,3,3,2,3
AgroLatina,Palta,J&T Exportadores,2216,2014,2,3,5,1,3
VirPeru,Platano,Mercado Mundial,2187,2020,5,3,2,2,3
AgroPro,ArÃ¡ndanos,Europa Exportadores,2168,2018,4,3,3,3,3
Alfa,Uva,J&T Exportadores,1759,2019,2,4,1,2,2
VirPeru,Mango,Mercado Mundial,2239,2010,4,3,2,3,2
FruPeru,Platano,Exportadores Mundiales,1553,2019,4,4,4,1,2
America,Mandarina,Mercado Mundial,1196,2018,3,4,1,3,3
AgroLatina,Naranja,J&T Exportadores,1602,2020,4,4,2,3,3
AgroLatina,Mandarina,J&T Exportadores,2104,2013,3,3,2,1,2
AgroLatina,Mandarina,Europa Exportadores,1288,2020,3,4,4,2,3
PeruExport,ArÃ¡ndanos,Exportadores Mundiales,1139,2013,1,4,2,3,3
AgroPro,Mango,J&T Exportadores,2139,2010,2,3,3,1,3
Alfa,Palta,Europa Exportadores,2043,2012,2,3,1,3,3
AgroLatina,Mandarina,America Exportadores,2208,2017,3,4,3,1,2
FruPeru,Mango,Mercado Mundial,1361,2012,5,3,2,1,2
FruPeru,Mandarina,America Exportadores,1780,2010,5,4,2,2,2
VirPeru,Mandarina,Exportadores Mundiales,2246,2019,5,4,2,1,2
Alfa,Mango,J&T Exportadores,1161,2011,3,4,4,1,3
VirPeru,Naranja,America Exportadores,1712,2016,3,4,4,1,3
AgroLatina,Uva,Europa Exportadores,2367,2012,4,4,4,2,2
VirPeru,Uva,J&T Exportadores,1393,2019,5,4,1,3,3
Alfa,Mandarina,Europa Exportadores,1707,2013,1,3,2,2,2
VirPeru,Naranja,America Exportadores,921,2014,3,3,5,1,2
VirPeru,ArÃ¡ndanos,America Exportadores,1487,2014,1,4,4,2,3
VirPeru,Naranja,J&T Exportadores,1121,2020,2,3,1,2,3
AgroLatina,Platano,Exportadores Mundiales,2062,2015,2,4,5,1,3
PeruExport,Platano,Exportadores Mundiales,1811,2020,3,3,3,1,2
America,Mandarina,Europa Exportadores,1207,2010,2,3,3,2,2
AgroPro,Naranja,Europa Exportadores,847,2020,4,3,1,3,2
AgroPro,ArÃ¡ndanos,Europa Exportadores,2317,2019,5,3,4,3,3
AgroPro,Mango,Europa Exportadores,1538,2010,5,4,1,2,3
VirPeru,Palta,J&T Exportadores,1970,2012,4,4,3,2,2
AgroLatina,ArÃ¡ndanos,Mercado Mundial,2356,2013,2,4,5,3,3
VirPeru,Mango,Exportadores Mundiales,1190,2010,4,3,1,2,3
VirPeru,Naranja,America Exportadores,2255,2020,3,4,2,3,3
FruPeru,ArÃ¡ndanos,J&T Exportadores,1158,2011,4,3,2,1,3
Alfa,Platano,Europa Exportadores,1287,2010,4,3,4,3,2
Alfa,Naranja,Exportadores Mundiales,895,2019,5,4,5,1,2
Alfa,Uva,Europa Exportadores,1791,2016,4,3,5,2,3
AgroLatina,Mandarina,J&T Exportadores,1936,2011,1,4,1,3,3
FruPeru,ArÃ¡ndanos,Europa Exportadores,918,2015,4,3,3,3,2
FruPeru,Platano,J&T Exportadores,1562,2017,3,4,5,2,3
America,Uva,J&T Exportadores,2266,2017,5,3,1,3,2
America,Mandarina,J&T Exportadores,2192,2015,4,4,2,2,2
VirPeru,ArÃ¡ndanos,America Exportadores,1217,2010,5,3,2,2,3
America,Palta,America Exportadores,1407,2015,4,3,5,3,3
AgroLatina,ArÃ¡ndanos,J&T Exportadores,1685,2015,1,3,5,2,3
Alfa,Mango,America Exportadores,2396,2020,1,3,2,2,2
America,Uva,Europa Exportadores,1046,2015,4,4,5,1,3
PeruExport,Uva,J&T Exportadores,2286,2016,3,3,1,3,3
AgroLatina,Mandarina,Exportadores Mundiales,2024,2015,5,3,4,1,3
AgroPro,Platano,Mercado Mundial,881,2012,5,3,2,2,3
Alfa,Platano,Exportadores Mundiales,2396,2011,4,4,4,3,3
FruPeru,Naranja,America Exportadores,924,2012,3,3,5,2,2
AgroLatina,Palta,J&T Exportadores,1706,2019,4,3,3,2,3
VirPeru,Naranja,America Exportadores,1663,2010,5,3,5,1,3
America,Mandarina,J&T Exportadores,1486,2015,3,3,2,2,3
Alfa,Uva,Mercado Mundial,946,2017,4,3,1,2,2
Alfa,Platano,Europa Exportadores,1732,2010,3,4,1,2,3
Alfa,Mandarina,Exportadores Mundiales,1350,2013,4,4,2,2,2
Alfa,ArÃ¡ndanos,Mercado Mundial,1784,2011,2,3,2,3,2
VirPeru,Mango,America Exportadores,1988,2016,2,4,4,2,2
Alfa,Mandarina,J&T Exportadores,1925,2015,2,3,5,2,3
AgroPro,Palta,Mercado Mundial,1395,2015,5,3,4,2,2
AgroPro,Palta,Mercado Mundial,2123,2014,2,4,4,3,3
America,Palta,Mercado Mundial,1336,2015,4,3,2,2,2
America,Palta,Mercado Mundial,2067,2013,1,3,5,1,3
FruPeru,Uva,Mercado Mundial,2334,2013,1,3,2,1,3
Alfa,Naranja,J&T Exportadores,979,2014,4,4,5,1,2
VirPeru,Uva,Europa Exportadores,1487,2020,2,3,2,1,2
AgroPro,Uva,J&T Exportadores,2284,2010,3,4,1,3,3
PeruExport,Mandarina,Mercado Mundial,1490,2020,3,4,4,1,3
AgroPro,Platano,Mercado Mundial,812,2017,3,4,4,3,2
FruPeru,Mandarina,Exportadores Mundiales,2362,2011,2,4,1,3,3
Alfa,ArÃ¡ndanos,J&T Exportadores,954,2014,4,3,4,1,3
AgroLatina,Platano,Mercado Mundial,1675,2020,2,4,4,3,3
PeruExport,Platano,J&T Exportadores,1855,2020,3,3,3,1,2
FruPeru,Palta,Europa Exportadores,1094,2010,2,4,2,2,2
VirPeru,Palta,Europa Exportadores,2271,2014,1,3,2,1,2
FruPeru,ArÃ¡ndanos,Exportadores Mundiales,2292,2019,3,3,2,1,3
AgroPro,Mandarina,J&T Exportadores,1086,2011,2,4,1,1,2
AgroPro,Mandarina,Europa Exportadores,1213,2019,4,3,3,1,3
America,Mandarina,Mercado Mundial,1132,2015,2,3,4,2,2
Alfa,Platano,J&T Exportadores,1920,2014,5,3,1,1,2
Alfa,Mango,Europa Exportadores,2287,2011,1,4,2,2,2
Alfa,Platano,America Exportadores,1386,2016,5,3,1,3,3
AgroPro,Mango,America Exportadores,1577,2017,1,3,3,2,3
AgroLatina,ArÃ¡ndanos,America Exportadores,1579,2017,3,4,4,3,3
VirPeru,Uva,Mercado Mundial,2107,2015,3,3,3,2,2
VirPeru,Palta,Europa Exportadores,998,2017,2,3,4,3,2
PeruExport,Palta,Europa Exportadores,1363,2011,4,4,5,2,3
PeruExport,Mango,Mercado Mundial,2151,2012,4,4,5,3,3
America,Mango,J&T Exportadores,1621,2015,2,4,4,1,3
Alfa,Mango,Europa Exportadores,1674,2018,4,3,4,1,3
FruPeru,Mango,J&T Exportadores,2257,2012,5,4,2,3,2
PeruExport,Mango,Exportadores Mundiales,1361,2017,5,3,2,2,3
FruPeru,Mandarina,J&T Exportadores,1376,2016,5,3,1,3,2
AgroPro,Naranja,America Exportadores,1835,2019,1,3,1,3,2
FruPeru,Uva,America Exportadores,2108,2016,3,4,1,1,3
FruPeru,ArÃ¡ndanos,America Exportadores,1235,2012,2,3,4,1,3
PeruExport,Uva,Exportadores Mundiales,2044,2010,4,4,1,1,2
VirPeru,Palta,America Exportadores,1255,2015,5,4,5,2,3
AgroPro,Palta,Europa Exportadores,2285,2013,1,3,2,1,2
America,Mandarina,Exportadores Mundiales,1824,2011,3,3,2,3,2
AgroPro,ArÃ¡ndanos,J&T Exportadores,971,2010,2,3,1,1,2
VirPeru,Platano,Europa Exportadores,2201,2011,2,4,3,3,2
FruPeru,Platano,Mercado Mundial,2003,2016,2,3,4,3,3
FruPeru,ArÃ¡ndanos,Exportadores Mundiales,1449,2016,1,3,5,1,2
Alfa,Mandarina,America Exportadores,1857,2011,3,3,5,3,3
VirPeru,Uva,Europa Exportadores,2029,2010,3,4,5,3,3
AgroLatina,Mandarina,America Exportadores,997,2020,3,6,4,4,4
VirPeru,Naranja,J&T Exportadores,1453,2018,5,3,5,2,2
FruPeru,Platano,America Exportadores,2173,2011,5,4,3,1,2
FruPeru,Naranja,Europa Exportadores,899,2015,3,3,5,2,3
America,ArÃ¡ndanos,J&T Exportadores,853,2018,2,4,5,2,2
Alfa,Platano,Mercado Mundial,2302,2020,5,4,1,3,2
PeruExport,ArÃ¡ndanos,Mercado Mundial,1581,2010,2,4,2,1,3
VirPeru,Naranja,America Exportadores,1431,2012,2,3,2,3,2
Alfa,Palta,Europa Exportadores,1348,2018,2,4,2,1,3
AgroLatina,Mango,J&T Exportadores,809,2014,5,3,3,2,3
America,Naranja,Europa Exportadores,2280,2018,4,3,4,2,3
FruPeru,Platano,Mercado Mundial,981,2017,4,3,3,2,3
AgroLatina,Mango,Mercado Mundial,1972,2015,1,3,4,3,2
PeruExport,Mandarina,America Exportadores,2316,2010,4,3,5,2,3
AgroLatina,ArÃ¡ndanos,J&T Exportadores,1050,2020,2,4,4,2,2
AgroPro,ArÃ¡ndanos,J&T Exportadores,1101,2016,1,4,4,2,3
PeruExport,Mango,Mercado Mundial,1170,2018,1,4,3,1,2
AgroPro,Platano,Mercado Mundial,2070,2011,4,4,2,3,2
Alfa,ArÃ¡ndanos,Exportadores Mundiales,1927,2019,5,4,1,2,3
FruPeru,ArÃ¡ndanos,Europa Exportadores,1927,2010,1,4,1,1,2
AgroPro,Uva,Exportadores Mundiales,1682,2017,5,3,1,1,2
America,ArÃ¡ndanos,America Exportadores,1660,2016,2,4,2,2,2
FruPeru,Palta,America Exportadores,1778,2011,3,3,2,3,2
FruPeru,Mandarina,Mercado Mundial,2141,2015,1,4,4,3,2
Alfa,Uva,Mercado Mundial,1303,2012,2,3,4,1,2
AgroPro,Platano,Mercado Mundial,1297,2014,3,4,2,1,2
PeruExport,Mandarina,J&T Exportadores,1162,2014,5,3,2,3,2
PeruExport,Mandarina,America Exportadores,2280,2013,1,3,2,1,2
FruPeru,Mandarina,America Exportadores,1940,2018,5,3,1,2,2
PeruExport,Mandarina,Mercado Mundial,1825,2013,1,3,5,2,2
VirPeru,Naranja,Mercado Mundial,1982,2016,2,4,4,3,2
America,Palta,J&T Exportadores,2204,2015,4,4,1,3,3
FruPeru,ArÃ¡ndanos,Europa Exportadores,1286,2011,2,3,5,3,3
AgroPro,ArÃ¡ndanos,J&T Exportadores,1247,2017,4,3,2,2,2
Alfa,Mango,Exportadores Mundiales,1929,2014,5,3,2,2,2
AgroPro,Mandarina,Europa Exportadores,2298,2015,5,3,2,3,2
PeruExport,Platano,Exportadores Mundiales,937,2019,4,3,2,3,3
America,Mango,America Exportadores,2357,2014,4,4,5,2,2
AgroLatina,Platano,Mercado Mundial,877,2012,3,3,3,2,3
Alfa,ArÃ¡ndanos,Mercado Mundial,2114,2013,3,4,5,3,3
AgroPro,Palta,J&T Exportadores,1035,2012,5,3,4,2,2
PeruExport,Platano,Exportadores Mundiales,2282,2017,5,3,4,2,2
America,Naranja,Europa Exportadores,1620,2014,4,3,2,1,3
AgroLatina,Mandarina,Exportadores Mundiales,2178,2015,1,4,1,3,2
AgroPro,Naranja,Mercado Mundial,1839,2015,3,3,2,3,2
America,Mandarina,America Exportadores,1719,2013,5,3,2,2,3
VirPeru,Palta,America Exportadores,1848,2016,2,3,1,1,2
VirPeru,Mango,Mercado Mundial,2326,2013,5,3,2,3,3
AgroPro,Mango,Exportadores Mundiales,2022,2015,4,3,2,3,2
AgroPro,Naranja,Mercado Mundial,1769,2013,1,3,5,2,3
VirPeru,Mango,J&T Exportadores,1722,2020,4,3,1,2,2
AgroPro,ArÃ¡ndanos,J&T Exportadores,1155,2018,5,3,1,1,3
PeruExport,Uva,Europa Exportadores,923,2017,1,3,5,1,3
PeruExport,Mango,America Exportadores,1762,2013,2,3,1,1,2
PeruExport,ArÃ¡ndanos,J&T Exportadores,1450,2018,2,3,3,1,2
America,Palta,J&T Exportadores,1761,2011,3,4,4,3,3
AgroPro,Uva,Europa Exportadores,2339,2010,3,3,5,1,2
VirPeru,ArÃ¡ndanos,Exportadores Mundiales,1584,2011,5,4,3,3,2
PeruExport,Palta,America Exportadores,2005,2017,5,4,3,1,2
AgroPro,Uva,Mercado Mundial,2341,2011,3,3,1,1,3
America,Mandarina,Exportadores Mundiales,812,2014,5,4,3,3,3
AgroPro,Naranja,Exportadores Mundiales,1605,2020,3,4,5,1,3
VirPeru,Palta,Mercado Mundial,2041,2020,1,3,1,2,2
FruPeru,ArÃ¡ndanos,Mercado Mundial,2036,2017,2,3,3,3,2
AgroPro,ArÃ¡ndanos,Europa Exportadores,1060,2017,1,4,2,1,2
VirPeru,Uva,Mercado Mundial,1925,2015,3,3,1,3,3
Alfa,Naranja,Mercado Mundial,1779,2020,4,4,1,1,3
America,Mango,J&T Exportadores,888,2011,4,4,5,3,3
America,Naranja,J&T Exportadores,1136,2011,4,3,2,3,3
Alfa,Uva,America Exportadores,1827,2020,1,4,3,3,2
America,Mandarina,Europa Exportadores,1781,2011,5,3,3,3,2
PeruExport,Palta,Exportadores Mundiales,1828,2011,4,3,5,1,2
VirPeru,Uva,Europa Exportadores,1266,2015,2,4,2,2,2
FruPeru,Uva,J&T Exportadores,1604,2016,3,3,1,2,2
AgroLatina,ArÃ¡ndanos,J&T Exportadores,2343,2015,4,4,1,2,2
AgroLatina,Mandarina,Exportadores Mundiales,2339,2015,4,4,5,2,3
PeruExport,Naranja,Europa Exportadores,1218,2012,5,3,3,2,2
Alfa,Palta,Mercado Mundial,2181,2020,4,3,4,2,3
America,Mango,Europa Exportadores,1279,2018,3,3,3,2,2
America,Naranja,America Exportadores,1898,2014,2,4,2,1,2
PeruExport,ArÃ¡ndanos,Mercado Mundial,1155,2017,1,3,1,1,3
FruPeru,Mandarina,J&T Exportadores,1691,2013,5,3,1,2,3
FruPeru,Mandarina,J&T Exportadores,2180,2019,4,3,3,2,3
Alfa,Mango,J&T Exportadores,801,2011,5,4,5,3,3
Alfa,Uva,Europa Exportadores,1318,2016,5,4,3,2,3
VirPeru,Palta,Mercado Mundial,1696,2018,2,4,2,1,2
FruPeru,Naranja,Exportadores Mundiales,974,2016,4,4,2,2,2
FruPeru,Mango,America Exportadores,1064,2018,5,3,5,3,3
AgroLatina,Platano,Europa Exportadores,1151,2017,1,4,1,2,3
AgroLatina,Mango,J&T Exportadores,1285,2020,3,4,4,3,3
America,ArÃ¡ndanos,J&T Exportadores,1747,2011,5,3,1,1,2
PeruExport,Mango,J&T Exportadores,1803,2020,2,3,3,1,3
America,ArÃ¡ndanos,Mercado Mundial,1232,2016,1,3,1,1,2
America,ArÃ¡ndanos,America Exportadores,885,2016,2,4,1,1,2
VirPeru,Platano,Exportadores Mundiales,1322,2018,4,4,1,2,2
FruPeru,Palta,Exportadores Mundiales,2128,2010,5,3,5,3,2
Alfa,ArÃ¡ndanos,America Exportadores,1045,2016,1,3,5,2,2
AgroPro,Platano,America Exportadores,883,2014,5,3,5,1,3
FruPeru,Mango,J&T Exportadores,905,2018,1,4,1,2,2
VirPeru,ArÃ¡ndanos,Mercado Mundial,2027,2020,5,3,3,3,2
